date,district,grade,highest_price_rs_kg,average_price_rs_kg
21.06.2016,Ratnapura,H-2,1100.0,1050.0
21.06.2016,Ratnapura,M-4,1250.0,1216.0
21.06.2016,National,H-2,1750.0,1472.67
21.06.2016,National,Gorosu,1300.0,880.0
21.06.2016,National,C-4,1850.0,1687.0
21.06.2016,Hambantota,H-1,1750.0,1740.0
21.06.2016,National,C-5 Sp,2100.0,1927.6
21.06.2016,Matara,Alba,2200.0,2143.0
21.06.2016,Badulla,C-5,1700.0,1700.0
21.06.2016,Hambantota,C-4,1850.0,1825.0
21.06.2016,Matara,C-5 Sp,1960.0,1905.0
21.06.2016,Colombo,C-5 Sp,2100.0,2100.0
21.06.2016,Ratnapura,C-4,1650.0,1616.0
21.06.2016,Matara,M-5,1760.0,1755.0
21.06.2016,Galle,H-1,1730.0,1710.0
21.06.2016,Badulla,Gorosu,1300.0,837.0
21.06.2016,Gampaha,C-4,1500.0,1375.0
21.06.2016,Kalutara,H-2,1100.0,1034.0
21.06.2016,Ratnapura,C-5 Sp,1900.0,1893.0
21.06.2016,Ratnapura,C-5,1800.0,1766.0
21.06.2016,Badulla,Heen,1500.0,1225.0
21.06.2016,Kurunegala,Heen,1500.0,1300.0
21.06.2016,Kalutara,C-5,1800.0,1700.0
21.06.2016,Kalutara,C-4,1700.0,1600.0
21.06.2016,Galle,Alba,2100.0,2095.0
21.06.2016,Ratnapura,M-5,1250.0,1216.0
21.06.2016,Kalutara,M-5,1500.0,1450.0
21.06.2016,Colombo,H-1,1700.0,1700.0
21.06.2016,Colombo,H-2,1600.0,1600.0
21.06.2016,Kalutara,H-1,1300.0,1184.0
21.06.2016,Kalutara,M-4,1350.0,1300.0
21.06.2016,Gampaha,Gorosu,1300.0,1050.0
21.06.2016,Galle,C-5,1860.0,1850.0
21.06.2016,Matara,C-4,1820.0,1790.0
21.06.2016,Gampaha,C-5,1750.0,1750.0
21.06.2016,Kalutara,Alba,2100.0,2067.0
21.06.2016,Kalutara,C-5 Sp,1900.0,1850.0
21.06.2016,Colombo,C-4,1850.0,1850.0
21.06.2016,Colombo,C-5,2000.0,2000.0
21.06.2016,Matara,H-Faq,1600.0,1550.0
28.06.2016,National,H-2,1780.0,1567.17
28.06.2016,Matara,C-5,2000.0,1900.0
28.06.2016,Kalutara,C-5 Sp,2000.0,1950.0
28.06.2016,Matara,H-1,1775.0,1761.0
28.06.2016,Badulla,C-4,1650.0,1650.0
28.06.2016,Galle,C-5 Sp,2000.0,1980.0
28.06.2016,Hambantota,C-4,1850.0,1850.0
28.06.2016,Ratnapura,H-1,1550.0,1516.0
28.06.2016,Ratnapura,C-4,1750.0,1740.0
28.06.2016,National,C-4,1900.0,1726.88
28.06.2016,Ratnapura,C-5,1850.0,1823.0
28.06.2016,Galle,H-2,1780.0,1760.0
28.06.2016,Matara,M-4,1800.0,1787.0
28.06.2016,Hambantota,C-5,1870.0,1860.0
28.06.2016,National,M-5,1850.0,1622.33
28.06.2016,National,Heen,1500.0,1287.5
28.06.2016,Hambantota,Gorosu,1750.0,1725.0
28.06.2016,National,Gorosu,1300.0,917.5
28.06.2016,Galle,C-5,1950.0,1940.0
28.06.2016,National,Alba,2300.0,2163.75
28.06.2016,Matara,Alba,2300.0,2238.0
28.06.2016,Monaragala,Gorosu,1300.0,1100.0
28.06.2016,National,H-1,1800.0,1640.17
28.06.2016,National,M-4,1800.0,1551.33
28.06.2016,National,H-Faq,1650.0,1562.0
28.06.2016,Matara,H-2,1750.0,1745.0
28.06.2016,National,C-5 Sp,2100.0,1956.0
28.06.2016,Hambantota,H-1,1750.0,1750.0
28.06.2016,Matara,C-4,1900.0,1853.0
28.06.2016,Kalutara,C-5,1850.0,1817.0
28.06.2016,Matara,H-Faq,1650.0,1562.0
28.06.2016,Colombo,H-1,1750.0,1750.0
28.06.2016,National,C-5,2000.0,1823.75
28.06.2016,Badulla,Gorosu,1300.0,812.0
28.06.2016,Matara,M-5,1850.0,1817.0
28.06.2016,Ratnapura,Alba,2200.0,2200.0
28.06.2016,Matara,C-5 Sp,2100.0,1967.0
28.06.2016,Ratnapura,M-4,1500.0,1483.0
28.06.2016,Kurunegala,Gorosu,800.0,733.0
28.06.2016,Galle,Alba,2200.0,2150.0
28.06.2016,Galle,H-1,1800.0,1780.0
28.06.2016,Ratnapura,H-2,1470.0,1460.0
28.06.2016,Galle,C-4,1900.0,1880.0
28.06.2016,Colombo,C-5 Sp,2000.0,2000.0
28.06.2016,Gampaha,C-5,1650.0,1650.0
28.06.2016,Ratnapura,M-5,1500.0,1483.0
28.06.2016,Badulla,Heen,1500.0,1225.0
28.06.2016,Badulla,C-5,1700.0,1700.0
28.06.2016,Gampaha,C-4,1500.0,1375.0
28.06.2016,Kalutara,H-1,1300.0,1284.0
28.06.2016,Kalutara,H-2,1100.0,1063.0
28.06.2016,Ratnapura,C-5 Sp,1900.0,1883.0
28.06.2016,Gampaha,Gorosu,1200.0,1025.0
28.06.2016,Kalutara,C-4,1700.0,1667.0
28.06.2016,Kalutara,M-4,1450.0,1384.0
28.06.2016,Colombo,C-4,1800.0,1800.0
28.06.2016,Kalutara,Alba,2100.0,2067.0
28.06.2016,Colombo,H-2,1650.0,1650.0
28.06.2016,Kurunegala,Heen,1500.0,1350.0
28.06.2016,Kalutara,M-5,1650.0,1567.0
28.06.2016,Colombo,C-5,1900.0,1900.0
04.07.2016,Matara,C-4,1870.0,1834.0
04.07.2016,Galle,C-4,1880.0,1870.0
04.07.2016,National,H-1,1820.0,1647.33
04.07.2016,Kalutara,H-1,1200.0,1184.0
04.07.2016,Galle,H-2,1790.0,1780.0
04.07.2016,Kalutara,M-5,1500.0,1467.0
04.07.2016,Matara,C-5 Sp,1950.0,1950.0
04.07.2016,Galle,Alba,2150.0,2100.0
04.07.2016,National,Heen,1500.0,1294.0
04.07.2016,Matara,M-5,1830.0,1805.0
04.07.2016,Matara,M-4,1800.0,1785.0
04.07.2016,National,C-5,2000.0,1825.5
04.07.2016,Ratnapura,C-4,1780.0,1760.0
04.07.2016,Badulla,C-4,1600.0,1600.0
04.07.2016,National,Gorosu,1300.0,910.25
04.07.2016,Kalutara,M-4,1350.0,1317.0
04.07.2016,Galle,C-5 Sp,1990.0,1950.0
04.07.2016,Galle,H-1,1820.0,1800.0
04.07.2016,Matara,H-1,1800.0,1770.0
04.07.2016,Hambantota,H-1,1760.0,1750.0
04.07.2016,Kurunegala,Gorosu,800.0,733.0
04.07.2016,National,M-4,1800.0,1578.33
04.07.2016,National,C-5 Sp,2100.0,1970.0
04.07.2016,Matara,Alba,2300.0,2250.0
04.07.2016,National,C-4,1880.0,1728.88
04.07.2016,Matara,C-5,1900.0,1854.0
04.07.2016,National,Alba,2300.0,2171.0
04.07.2016,Matara,H-2,1760.0,1710.0
04.07.2016,Monaragala,Gorosu,1300.0,983.0
04.07.2016,Gampaha,Gorosu,1200.0,1050.0
04.07.2016,National,M-5,1830.0,1635.0
04.07.2016,Kalutara,H-2,1100.0,1067.0
04.07.2016,Ratnapura,Alba,2200.0,2200.0
04.07.2016,Kalutara,C-5 Sp,2000.0,1934.0
04.07.2016,Badulla,Heen,1500.0,1238.0
04.07.2016,Colombo,H-2,1700.0,1700.0
04.07.2016,Hambantota,Gorosu,1745.0,1730.0
04.07.2016,Ratnapura,H-2,1600.0,1600.0
04.07.2016,Hambantota,C-5,1870.0,1870.0
04.07.2016,Badulla,Gorosu,1300.0,875.0
04.07.2016,National,H-Faq,1700.0,1617.0
04.07.2016,Matara,H-Faq,1700.0,1617.0
04.07.2016,Gampaha,C-5,1700.0,1700.0
04.07.2016,Ratnapura,C-5,1850.0,1816.0
04.07.2016,Badulla,C-5,1700.0,1650.0
04.07.2016,National,H-2,1790.0,1597.83
04.07.2016,Ratnapura,M-4,1650.0,1633.0
04.07.2016,Gampaha,C-4,1500.0,1450.0
04.07.2016,Ratnapura,C-5 Sp,1950.0,1916.0
04.07.2016,Ratnapura,M-5,1650.0,1633.0
04.07.2016,Ratnapura,H-1,1700.0,1630.0
04.07.2016,Colombo,C-5,2000.0,2000.0
04.07.2016,Colombo,C-4,1850.0,1850.0
04.07.2016,Kalutara,Alba,2200.0,2134.0
04.07.2016,Hambantota,C-4,1850.0,1850.0
04.07.2016,Galle,C-5,1900.0,1880.0
04.07.2016,Kalutara,C-5,1900.0,1834.0
04.07.2016,Colombo,C-5 Sp,2100.0,2100.0
04.07.2016,Kurunegala,Heen,1500.0,1350.0
04.07.2016,Kalutara,C-4,1650.0,1617.0
04.07.2016,Colombo,H-1,1750.0,1750.0
12.07.2016,Galle,H-2,1820.0,1800.0
12.07.2016,Galle,H-1,1840.0,1820.0
12.07.2016,Matara,C-5,1950.0,1913.0
12.07.2016,Matara,H-Faq,1650.0,1600.0
12.07.2016,National,Heen,1650.0,1194.5
12.07.2016,National,C-5 Sp,2250.0,1998.0
12.07.2016,Matara,H-1,1750.0,1700.0
12.07.2016,Hambantota,C-5,1950.0,1875.0
12.07.2016,Matara,Alba,2300.0,2250.0
12.07.2016,National,M-4,1800.0,1549.33
12.07.2016,Matara,M-4,1800.0,1765.0
12.07.2016,Monaragala,Gorosu,1300.0,1187.0
12.07.2016,Matara,H-2,1720.0,1634.0
12.07.2016,National,H-1,1840.0,1620.4
12.07.2016,National,C-4,2030.0,1745.29
12.07.2016,Matara,M-5,1870.0,1830.0
12.07.2016,National,Alba,2400.0,2233.5
12.07.2016,Hambantota,H-1,1700.0,1700.0
12.07.2016,National,H-2,1820.0,1538.6
12.07.2016,National,H-Faq,1650.0,1600.0
12.07.2016,National,M-5,1870.0,1632.0
12.07.2016,Matara,C-5 Sp,2000.0,1967.0
12.07.2016,National,C-5,2100.0,1857.86
12.07.2016,Hambantota,C-4,1900.0,1850.0
12.07.2016,Matara,C-4,1900.0,1867.0
12.07.2016,Galle,C-4,2030.0,2000.0
12.07.2016,National,Gorosu,1300.0,884.25
12.07.2016,Hambantota,Gorosu,1700.0,1675.0
12.07.2016,Kalutara,C-5,1850.0,1784.0
12.07.2016,Galle,Alba,2400.0,2350.0
12.07.2016,Galle,C-5 Sp,2250.0,2175.0
12.07.2016,Kurunegala,Gorosu,700.0,650.0
12.07.2016,Ratnapura,C-5 Sp,1950.0,1916.0
12.07.2016,Kalutara,H-1,1350.0,1266.0
12.07.2016,Kalutara,M-5,1600.0,1550.0
12.07.2016,Badulla,C-5,1850.0,1850.0
12.07.2016,Kalutara,H-2,1200.0,1134.0
12.07.2016,Ratnapura,M-4,1550.0,1516.0
12.07.2016,Gampaha,C-5,1800.0,1700.0
12.07.2016,Ratnapura,H-1,1650.0,1616.0
12.07.2016,Badulla,Heen,1650.0,1256.0
12.07.2016,Ratnapura,C-5,1850.0,1833.0
12.07.2016,Ratnapura,H-2,1450.0,1450.0
12.07.2016,Kalutara,C-4,1700.0,1650.0
12.07.2016,Kalutara,C-5 Sp,2000.0,1934.0
12.07.2016,Ratnapura,C-4,1750.0,1750.0
12.07.2016,Ratnapura,M-5,1550.0,1516.0
12.07.2016,Kurunegala,Heen,1300.0,1133.0
12.07.2016,Badulla,C-4,1700.0,1700.0
12.07.2016,Kalutara,Alba,2200.0,2134.0
12.07.2016,Gampaha,Gorosu,1200.0,1000.0
12.07.2016,Galle,C-5,2100.0,2050.0
12.07.2016,Ratnapura,Alba,2200.0,2200.0
12.07.2016,Kalutara,M-4,1450.0,1367.0
12.07.2016,Gampaha,C-4,1500.0,1400.0
12.07.2016,Badulla,Gorosu,900.0,700.0
18.07.2016,Matara,M-4,1820.0,1810.0
18.07.2016,National,M-4,1820.0,1631.33
18.07.2016,National,M-5,1870.0,1698.0
18.07.2016,Matara,Alba,2300.0,2267.0
18.07.2016,Kurunegala,Heen,1600.0,1367.0
18.07.2016,Ratnapura,C-5 Sp,2000.0,2000.0
18.07.2016,Hambantota,C-5,1900.0,1850.0
18.07.2016,Galle,C-4,1960.0,1940.0
18.07.2016,Matara,H-1,1800.0,1737.0
18.07.2016,Galle,H-1,1750.0,1730.0
18.07.2016,Hambantota,C-4,1900.0,1825.0
18.07.2016,National,Gorosu,1200.0,862.0
18.07.2016,Matara,C-4,1900.0,1893.0
18.07.2016,Ratnapura,H-2,1600.0,1600.0
18.07.2016,National,H-Faq,1650.0,1550.0
18.07.2016,Galle,C-5,2050.0,2000.0
18.07.2016,National,Heen,1650.0,1305.5
18.07.2016,Hambantota,Gorosu,1650.0,1650.0
18.07.2016,Galle,H-2,1720.0,1710.0
18.07.2016,National,H-2,1720.0,1564.67
18.07.2016,National,H-1,1800.0,1636.5
18.07.2016,Matara,M-5,1870.0,1860.0
18.07.2016,National,C-5 Sp,2250.0,2036.8
18.07.2016,National,C-4,1960.0,1776.0
18.07.2016,Galle,C-5 Sp,2250.0,2225.0
18.07.2016,Matara,H-Faq,1650.0,1550.0
18.07.2016,National,C-5,2050.0,1882.25
18.07.2016,National,Alba,2300.0,2175.25
18.07.2016,Monaragala,Gorosu,1000.0,883.0
18.07.2016,Hambantota,H-1,1660.0,1655.0
18.07.2016,Ratnapura,H-1,1700.0,1680.0
18.07.2016,Kalutara,C-5,1800.0,1734.0
18.07.2016,Matara,C-5,1950.0,1908.0
18.07.2016,Badulla,Gorosu,1200.0,800.0
18.07.2016,Ratnapura,C-4,1900.0,1875.0
18.07.2016,Ratnapura,C-5,1950.0,1916.0
18.07.2016,Badulla,C-5,1850.0,1850.0
18.07.2016,Colombo,C-5 Sp,2100.0,2100.0
18.07.2016,Matara,H-2,1700.0,1644.0
18.07.2016,Ratnapura,M-4,1800.0,1700.0
18.07.2016,Badulla,Heen,1650.0,1244.0
18.07.2016,Kalutara,Alba,2000.0,1934.0
18.07.2016,Kurunegala,Gorosu,800.0,740.0
18.07.2016,Gampaha,Gorosu,1100.0,1025.0
18.07.2016,Galle,Alba,2300.0,2275.0
18.07.2016,Kalutara,C-4,1700.0,1650.0
18.07.2016,Colombo,H-1,1700.0,1700.0
18.07.2016,Badulla,C-4,1700.0,1700.0
18.07.2016,Ratnapura,M-5,1800.0,1700.0
18.07.2016,Kalutara,H-1,1350.0,1317.0
18.07.2016,Ratnapura,Alba,2300.0,2225.0
18.07.2016,Kalutara,M-4,1450.0,1384.0
18.07.2016,Gampaha,C-5,1800.0,1800.0
18.07.2016,Gampaha,C-4,1600.0,1525.0
18.07.2016,Matara,C-5 Sp,2000.0,1975.0
18.07.2016,Colombo,C-5,2000.0,2000.0
18.07.2016,Kalutara,C-5 Sp,1950.0,1884.0
18.07.2016,Kalutara,M-5,1600.0,1534.0
18.07.2016,Colombo,H-2,1650.0,1650.0
18.07.2016,Colombo,C-4,1800.0,1800.0
18.07.2016,Kalutara,H-2,1200.0,1134.0
26.07.2016,Gampaha,Gorosu,1200.0,1150.0
26.07.2016,Colombo,H-2,1700.0,1700.0
26.07.2016,Matara,H-2,1700.0,1654.0
26.07.2016,Matara,C-5 Sp,2000.0,2000.0
26.07.2016,Matara,Alba,2300.0,2275.0
26.07.2016,Galle,H-2,1720.0,1710.0
26.07.2016,Matara,H-Faq,1600.0,1545.0
26.07.2016,Matara,H-1,1750.0,1718.0
26.07.2016,Galle,C-5,2050.0,2000.0
26.07.2016,Matara,C-5,1950.0,1930.0
26.07.2016,National,H-Faq,1600.0,1545.0
26.07.2016,Kalutara,C-5,1800.0,1734.0
26.07.2016,Matara,C-4,1900.0,1890.0
26.07.2016,Hambantota,C-5,1900.0,1875.0
26.07.2016,Galle,C-5 Sp,2250.0,2225.0
26.07.2016,Hambantota,H-1,1670.0,1660.0
26.07.2016,Hambantota,Gorosu,1655.0,1650.0
26.07.2016,Monaragala,Gorosu,1400.0,1213.0
26.07.2016,National,H-1,1800.0,1629.17
26.07.2016,Galle,Alba,2300.0,2275.0
26.07.2016,National,M-4,1800.0,1561.33
26.07.2016,Galle,H-1,1750.0,1730.0
26.07.2016,National,C-4,2000.0,1785.0
26.07.2016,Hambantota,C-4,1850.0,1850.0
26.07.2016,National,C-5,2100.0,1894.38
26.07.2016,National,C-5 Sp,2250.0,2051.6
26.07.2016,National,Heen,1650.0,1201.0
26.07.2016,Matara,M-4,1800.0,1767.0
26.07.2016,Galle,C-4,1960.0,1940.0
26.07.2016,Matara,M-5,1870.0,1825.0
26.07.2016,National,Alba,2300.0,2179.25
26.07.2016,Badulla,C-4,1700.0,1700.0
26.07.2016,Ratnapura,C-4,1800.0,1766.0
26.07.2016,Colombo,H-1,1800.0,1800.0
26.07.2016,Ratnapura,H-1,1700.0,1650.0
26.07.2016,Ratnapura,Alba,2200.0,2200.0
26.07.2016,Badulla,Heen,1650.0,1269.0
26.07.2016,Kurunegala,Heen,1200.0,1133.0
26.07.2016,Ratnapura,H-2,1580.0,1476.0
26.07.2016,Ratnapura,M-5,1700.0,1583.0
26.07.2016,Ratnapura,M-4,1700.0,1583.0
26.07.2016,Badulla,Gorosu,1200.0,862.0
26.07.2016,Kalutara,C-4,1700.0,1634.0
26.07.2016,National,M-5,1870.0,1641.67
26.07.2016,National,H-2,1720.0,1520.67
26.07.2016,Kurunegala,Gorosu,800.0,716.0
26.07.2016,Ratnapura,C-5 Sp,2000.0,1966.0
26.07.2016,Colombo,C-5,2100.0,2100.0
26.07.2016,Kalutara,M-4,1350.0,1334.0
26.07.2016,Kalutara,M-5,1550.0,1517.0
26.07.2016,Gampaha,C-5,1800.0,1800.0
26.07.2016,National,Gorosu,1400.0,985.25
26.07.2016,Kalutara,H-1,1250.0,1217.0
26.07.2016,Gampaha,C-4,1600.0,1500.0
26.07.2016,Ratnapura,C-5,1950.0,1916.0
26.07.2016,Kalutara,Alba,2000.0,1967.0
26.07.2016,Kalutara,H-2,950.0,934.0
26.07.2016,Kalutara,C-5 Sp,1900.0,1867.0
26.07.2016,Colombo,C-5 Sp,2200.0,2200.0
26.07.2016,Colombo,C-4,2000.0,2000.0
26.07.2016,Badulla,C-5,1800.0,1800.0
02.08.2016,Matara,H-2,1710.0,1687.0
02.08.2016,Badulla,Gorosu,1500.0,925.0
02.08.2016,Matara,C-4,1960.0,1915.0
02.08.2016,Badulla,C-4,1650.0,1650.0
02.08.2016,Gampaha,Gorosu,1500.0,1450.0
02.08.2016,Kalutara,M-4,1400.0,1334.0
02.08.2016,Matara,C-5 Sp,2250.0,2117.0
02.08.2016,Ratnapura,C-5,1900.0,1880.0
02.08.2016,Ratnapura,C-5 Sp,1950.0,1933.0
02.08.2016,Galle,C-4,1960.0,1640.0
02.08.2016,Kurunegala,Heen,1100.0,1033.0
02.08.2016,Galle,C-5,2020.0,2000.0
02.08.2016,Kalutara,H-2,1000.0,967.0
02.08.2016,Hambantota,C-5,1900.0,1885.0
02.08.2016,Matara,Alba,2300.0,2300.0
02.08.2016,Hambantota,H-1,1725.0,1712.0
02.08.2016,National,H-2,1730.0,1531.67
02.08.2016,National,C-5,2020.0,1904.13
02.08.2016,National,Heen,1600.0,1154.0
02.08.2016,National,H-Faq,1650.0,1600.0
02.08.2016,National,M-4,1900.0,1600.0
02.08.2016,National,C-4,1960.0,1762.13
02.08.2016,Matara,M-5,1930.0,1900.0
02.08.2016,National,Alba,2300.0,2175.75
02.08.2016,Monaragala,Gorosu,1400.0,1167.0
02.08.2016,Hambantota,Gorosu,1700.0,1700.0
02.08.2016,National,H-1,1880.0,1612.33
02.08.2016,National,C-5 Sp,2250.0,2011.8
02.08.2016,Kalutara,H-1,1200.0,1167.0
02.08.2016,Hambantota,C-4,1900.0,1875.0
02.08.2016,Galle,C-5 Sp,2100.0,2075.0
02.08.2016,Badulla,C-5,1750.0,1750.0
02.08.2016,Matara,C-5,2000.0,1968.0
02.08.2016,Ratnapura,Alba,2250.0,2216.0
02.08.2016,Matara,H-1,1880.0,1765.0
02.08.2016,Ratnapura,M-5,1650.0,1616.0
02.08.2016,Matara,M-4,1900.0,1850.0
02.08.2016,National,Gorosu,1500.0,1048.0
02.08.2016,National,M-5,1930.0,1672.0
02.08.2016,Ratnapura,H-1,1600.0,1600.0
02.08.2016,Galle,H-1,1750.0,1730.0
02.08.2016,Badulla,Heen,1600.0,1275.0
02.08.2016,Matara,H-Faq,1650.0,1600.0
02.08.2016,Ratnapura,M-4,1650.0,1616.0
02.08.2016,Galle,Alba,2250.0,2220.0
02.08.2016,Kurunegala,Gorosu,700.0,650.0
02.08.2016,Galle,H-2,1730.0,1720.0
02.08.2016,Colombo,C-5,2000.0,2000.0
02.08.2016,Ratnapura,H-2,1550.0,1516.0
02.08.2016,Kalutara,C-5 Sp,1850.0,1834.0
02.08.2016,Colombo,C-4,1900.0,1900.0
02.08.2016,Colombo,H-1,1700.0,1700.0
02.08.2016,Colombo,H-2,1600.0,1600.0
02.08.2016,Ratnapura,C-4,1860.0,1850.0
02.08.2016,Gampaha,C-5,2000.0,2000.0
02.08.2016,Kalutara,Alba,2000.0,1967.0
02.08.2016,Kalutara,C-4,1700.0,1617.0
02.08.2016,Kalutara,M-5,1550.0,1500.0
02.08.2016,Colombo,C-5 Sp,2100.0,2100.0
02.08.2016,Kalutara,C-5,1800.0,1750.0
02.08.2016,Gampaha,C-4,1800.0,1650.0
06.08.2016,Hambantota,Gorosu,1550.0,1550.0
06.08.2016,Hambantota,C-5,1880.0,1865.0
06.08.2016,National,M-5,1850.0,1622.67
06.08.2016,Galle,H-1,1670.0,1660.0
06.08.2016,National,H-Faq,1500.0,1450.0
06.08.2016,Matara,Alba,2350.0,2312.0
06.08.2016,Galle,C-5 Sp,2150.0,2125.0
06.08.2016,Matara,C-4,1890.0,1850.0
06.08.2016,Matara,H-2,1620.0,1604.0
06.08.2016,Matara,H-Faq,1500.0,1450.0
06.08.2016,National,H-1,1700.0,1519.5
06.08.2016,National,H-2,1650.0,1449.5
06.08.2016,Matara,M-4,1800.0,1767.0
06.08.2016,Galle,C-5,1980.0,1970.0
06.08.2016,Matara,C-5,1950.0,1933.0
06.08.2016,Matara,C-5 Sp,2100.0,2017.0
06.08.2016,Matara,M-5,1850.0,1818.0
06.08.2016,National,Gorosu,1600.0,998.75
06.08.2016,National,Heen,1750.0,1214.5
06.08.2016,Hambantota,C-4,1850.0,1825.0
06.08.2016,Galle,H-2,1650.0,1640.0
06.08.2016,National,C-5,1980.0,1866.86
06.08.2016,National,C-5 Sp,2150.0,1988.6
06.08.2016,National,Alba,2350.0,2155.75
06.08.2016,Monaragala,Gorosu,1200.0,1066.0
06.08.2016,National,M-4,1800.0,1550.67
06.08.2016,Galle,C-4,1940.0,1905.0
06.08.2016,National,C-4,1940.0,1739.5
06.08.2016,Hambantota,H-1,1600.0,1575.0
06.08.2016,Matara,H-1,1700.0,1666.0
06.08.2016,Gampaha,C-4,1600.0,
06.08.2016,Kalutara,M-4,1300.0,1235.0
06.08.2016,Badulla,Gorosu,1600.0,1012.0
06.08.2016,Galle,Alba,2250.0,2225.0
06.08.2016,Colombo,C-5 Sp,2000.0,2000.0
06.08.2016,Ratnapura,M-4,1650.0,1650.0
06.08.2016,Badulla,Heen,1750.0,1262.0
06.08.2016,Gampaha,C-5,1500.0,1900.0
06.08.2016,Kalutara,H-2,1000.0,970.0
06.08.2016,Ratnapura,C-4,1800.0,1766.0
06.08.2016,Kalutara,C-5,1750.0,1700.0
06.08.2016,Gampaha,Gorosu,1300.0,1200.0
06.08.2016,Colombo,H-2,1500.0,1500.0
06.08.2016,Kurunegala,Heen,1300.0,1167.0
06.08.2016,Ratnapura,Alba,2150.0,2116.0
06.08.2016,Ratnapura,C-5 Sp,1950.0,1916.0
06.08.2016,Ratnapura,H-1,1600.0,1566.0
06.08.2016,Badulla,C-4,1800.0,1800.0
06.08.2016,Kalutara,C-5 Sp,1950.0,1885.0
06.08.2016,Kalutara,Alba,2000.0,1970.0
06.08.2016,Colombo,H-1,1550.0,1550.0
06.08.2016,Ratnapura,M-5,1650.0,1650.0
06.08.2016,Colombo,C-4,1750.0,1750.0
06.08.2016,Ratnapura,H-2,1500.0,1433.0
06.08.2016,Colombo,C-5,1850.0,1850.0
06.08.2016,Kalutara,H-1,1200.0,1100.0
06.08.2016,Kalutara,M-5,1500.0,1400.0
06.08.2016,Ratnapura,C-5,1900.0,1850.0
06.08.2016,Kurunegala,Gorosu,800.0,717.0
06.08.2016,Kalutara,C-4,1600.0,1520.0
13.08.2016,Ratnapura,Alba,2000.0,1950.0
13.08.2016,Matara,M-5,1870.0,1850.0
13.08.2016,Matara,H-Faq,1570.0,1455.0
13.08.2016,Matara,H-1,1700.0,1658.0
13.08.2016,National,M-4,1850.0,1539.33
13.08.2016,National,H-2,1620.0,1411.8
13.08.2016,Matara,C-5 Sp,2200.0,2075.0
13.08.2016,Matara,M-4,1850.0,1815.0
13.08.2016,Galle,H-2,1600.0,1590.0
13.08.2016,Hambantota,C-4,1880.0,1840.0
13.08.2016,National,M-5,1870.0,1614.33
13.08.2016,National,Heen,1600.0,1283.5
13.08.2016,Galle,C-4,1870.0,1865.0
13.08.2016,Kalutara,M-4,1300.0,1270.0
13.08.2016,Matara,C-4,1980.0,1854.0
13.08.2016,Matara,H-2,1620.0,1594.0
13.08.2016,Monaragala,Gorosu,1500.0,1335.0
13.08.2016,National,C-5,1950.0,1824.83
13.08.2016,National,Alba,2400.0,2086.25
13.08.2016,National,Gorosu,1500.0,1006.75
13.08.2016,Galle,H-1,1640.0,1635.0
13.08.2016,Hambantota,Gorosu,1600.0,1575.0
13.08.2016,Matara,C-5,1950.0,1876.0
13.08.2016,National,H-1,1700.0,1464.6
13.08.2016,Kurunegala,Heen,1500.0,1317.0
13.08.2016,Gampaha,Gorosu,1250.0,1050.0
13.08.2016,Galle,Alba,2100.0,2075.0
13.08.2016,Matara,Alba,2400.0,2350.0
13.08.2016,National,H-Faq,1570.0,1455.0
13.08.2016,Hambantota,H-1,1620.0,1610.0
13.08.2016,Badulla,Heen,1600.0,1250.0
13.08.2016,Ratnapura,C-5,1750.0,1733.0
13.08.2016,Kalutara,H-1,1200.0,1135.0
13.08.2016,Kalutara,C-5,1800.0,1735.0
13.08.2016,Ratnapura,C-4,1700.0,1683.0
13.08.2016,Badulla,C-4,1700.0,1700.0
13.08.2016,Badulla,Gorosu,1500.0,875.0
13.08.2016,Galle,C-5,1940.0,1930.0
13.08.2016,Kalutara,M-5,1500.0,1460.0
13.08.2016,Kurunegala,Gorosu,850.0,767.0
13.08.2016,Kalutara,Alba,2000.0,1970.0
13.08.2016,National,C-5 Sp,2200.0,1905.25
13.08.2016,Gampaha,C-4,1750.0,1530.0
13.08.2016,Ratnapura,M-5,1600.0,1533.0
13.08.2016,Hambantota,C-5,1900.0,1875.0
13.08.2016,Gampaha,C-5,1800.0,1800.0
13.08.2016,Ratnapura,M-4,1600.0,1533.0
13.08.2016,Ratnapura,C-5 Sp,1850.0,1816.0
13.08.2016,Kalutara,C-4,1650.0,1585.0
13.08.2016,Kalutara,H-2,1100.0,1050.0
13.08.2016,Galle,C-5 Sp,1970.0,1865.0
13.08.2016,National,C-4,1980.0,1722.43
13.08.2016,Kalutara,C-5 Sp,1900.0,1865.0
13.08.2016,Ratnapura,H-2,1250.0,1250.0
13.08.2016,Ratnapura,H-1,1300.0,1285.0
15.08.2016,Galle,C-5,2000.0,1960.0
15.08.2016,Colombo,C-5 Sp,2150.0,2150.0
15.08.2016,Ratnapura,M-4,1650.0,1633.0
15.08.2016,Hambantota,H-1,1700.0,1700.0
15.08.2016,Matara,C-4,1950.0,1913.0
15.08.2016,Galle,H-2,1650.0,1630.0
15.08.2016,Matara,H-Faq,1600.0,1500.0
15.08.2016,Matara,C-5 Sp,2200.0,2033.0
15.08.2016,Matara,Alba,2350.0,2213.0
15.08.2016,Hambantota,C-4,1900.0,1875.0
15.08.2016,Monaragala,Gorosu,1400.0,1250.0
15.08.2016,Badulla,C-5,1800.0,1800.0
